,DSC1,DSC2,DSC3,HD0,HD1,HD2,HD3,mean_iou,kappa
baseline_p,0.7428578734397888,0.7737546563148499,0.8772498369216919,17.344306945800778,6.870440483093263,5.496272563934326,4.082465648651123,5.16962114402226,0.8586627244949341
