,0,1,2,3
0,0.99378633,0.34981632,0.61492616,0.39199784
1,0.998182,0.8796617,0.8531071,0.95247746
2,0.99813616,0.90115935,0.7041529,0.90830237
3,0.9947518,0.5986985,0.7987766,0.9088844
4,0.99699044,0.91039264,0.8023807,0.9532507
5,0.9977638,0.8672909,0.871753,0.96348786
6,0.99642885,0.3336323,0.72737414,0.83619046
7,0.9955017,0.24884556,0.76038384,0.934537
8,0.9976077,0.8908662,0.75882506,0.9206485
9,0.99541533,0.85549957,0.79048973,0.890735
10,0.99164224,0.0006389776,0.49135703,0.2644095
11,0.9935023,0.55903965,0.69897085,0.88281924
12,0.9973857,0.78797585,0.8099474,0.8703025
13,0.9937477,0.67903346,0.604981,0.8091222
14,0.99719584,0.8861442,0.7835204,0.88074017
15,0.997231,0.79169196,0.813659,0.86646783
16,0.9966489,0.8534363,0.72308785,0.91330373
17,0.9983219,0.9494611,0.8612658,0.95467144
18,0.99821925,0.9218049,0.85589665,0.96240294
19,0.9982163,0.85300726,0.8032213,0.86583626
20,0.9980933,0.80870277,0.78541183,0.8326627
21,0.9982891,0.9340166,0.847763,0.9562143
22,0.9968835,0.7984293,0.8088087,0.9545322
23,0.9981796,0.878254,0.734436,0.91358024
24,0.99762934,0.86934245,0.85351926,0.947592
