epoch,train_dice_1,train_dice_2,train_dice_3,train_unlab_dice_1,train_unlab_dice_2,train_unlab_dice_3,val_dice_1,val_dice_2,val_dice_3,val_batch_dice_1,val_batch_dice_2,val_batch_dice_3
0,0.1013,0.0146,0.0661,0.1172,0.0339,0.0516,0.1886,0.0307,0.0513,0.0000,0.0000,0.0245
1,0.1567,0.0117,0.2233,0.1758,0.0442,0.1566,0.1886,0.0307,0.3392,0.0000,0.0000,0.3722
2,0.1533,0.0091,0.5716,0.1825,0.0419,0.3575,0.1800,0.0162,0.5604,0.0001,0.0035,0.6055
3,0.1444,0.0125,0.8189,0.1609,0.0462,0.5098,0.1274,0.0307,0.5361,0.0002,0.0000,0.5788
4,0.1506,0.0118,0.8264,0.1065,0.0459,0.5220,0.2883,0.0223,0.6409,0.3802,0.0004,0.6656
5,0.4507,0.0328,0.8002,0.2888,0.0254,0.5068,0.3885,0.0418,0.5772,0.5362,0.0346,0.6031
6,0.5750,0.2270,0.7845,0.3745,0.1353,0.4953,0.3932,0.2315,0.5626,0.4998,0.2433,0.5936
7,0.6831,0.6023,0.8606,0.4427,0.3968,0.5786,0.5013,0.5760,0.7500,0.6554,0.6064,0.7868
8,0.7280,0.7582,0.9015,0.4707,0.5319,0.6419,0.5155,0.5739,0.7239,0.6720,0.6145,0.7716
9,0.7473,0.7872,0.9129,0.5038,0.5634,0.6656,0.5877,0.6537,0.7746,0.7212,0.6969,0.8179
10,0.7422,0.7850,0.9159,0.4992,0.5590,0.6649,0.5647,0.6757,0.8000,0.6929,0.7155,0.8358
11,0.8198,0.8369,0.9361,0.5458,0.6055,0.7017,0.5764,0.6428,0.7703,0.6914,0.6779,0.8108
12,0.7602,0.7965,0.9207,0.5228,0.5802,0.6851,0.5710,0.6848,0.7773,0.6907,0.7327,0.8378
13,0.8343,0.8437,0.9388,0.5693,0.6275,0.7140,0.5939,0.6460,0.7676,0.6869,0.6865,0.8287
14,0.8476,0.8448,0.9377,0.5588,0.6205,0.7102,0.5771,0.6826,0.7908,0.6942,0.7131,0.8352
15,0.8158,0.8273,0.9324,0.5524,0.6164,0.7019,0.6333,0.7126,0.8052,0.7369,0.7545,0.8533
16,0.8511,0.8461,0.9385,0.5638,0.6303,0.7142,0.4263,0.6423,0.7801,0.6164,0.6790,0.8412
17,0.7876,0.8068,0.9251,0.5487,0.6063,0.7065,0.6264,0.7269,0.8075,0.7065,0.7744,0.8716
18,0.8780,0.8538,0.9423,0.6011,0.6484,0.7329,0.6331,0.6969,0.7977,0.7338,0.7501,0.8630
19,0.8192,0.8170,0.9256,0.5516,0.6166,0.7179,0.5954,0.6081,0.7554,0.6730,0.6531,0.8227
20,0.8297,0.8298,0.9375,0.5659,0.6363,0.7358,0.6225,0.6860,0.8012,0.7172,0.7324,0.8588
21,0.8527,0.8493,0.9430,0.5824,0.6520,0.7443,0.6427,0.6919,0.8071,0.7255,0.7370,0.8616
22,0.8610,0.8490,0.9428,0.5883,0.6486,0.7417,0.6599,0.7132,0.8037,0.7220,0.7619,0.8639
23,0.8922,0.8663,0.9480,0.6192,0.6618,0.7511,0.6610,0.7369,0.8271,0.7451,0.7911,0.8869
24,0.8217,0.8339,0.9367,0.5791,0.6356,0.7353,0.6496,0.6914,0.8088,0.7442,0.7340,0.8497
25,0.8878,0.8619,0.9470,0.6249,0.6654,0.7464,0.6457,0.7249,0.8207,0.7264,0.7722,0.8737
26,0.9056,0.8729,0.9509,0.6347,0.6715,0.7578,0.6569,0.6777,0.7853,0.7562,0.7302,0.8524
27,0.8587,0.8548,0.9449,0.6130,0.6593,0.7472,0.6376,0.7139,0.8170,0.7482,0.7573,0.8681
28,0.8132,0.8225,0.9320,0.5813,0.6329,0.7285,0.6531,0.7341,0.8259,0.7721,0.7717,0.8734
29,0.8259,0.8272,0.9334,0.6123,0.6485,0.7431,0.6161,0.7120,0.8090,0.7189,0.7622,0.8692
30,0.8905,0.8648,0.9476,0.6432,0.6839,0.7690,0.6487,0.7121,0.8172,0.7665,0.7658,0.8818
31,0.9075,0.8722,0.9497,0.6440,0.6802,0.7706,0.6575,0.6955,0.8092,0.7448,0.7466,0.8719
32,0.8549,0.8492,0.9410,0.6195,0.6628,0.7638,0.6465,0.7408,0.8443,0.7283,0.7888,0.8980
33,0.8788,0.8606,0.9473,0.6481,0.6795,0.7754,0.6369,0.7165,0.8244,0.7164,0.7665,0.8836
34,0.8592,0.8402,0.9368,0.6083,0.6496,0.7493,0.5830,0.6653,0.7919,0.6883,0.7025,0.8387
35,0.8376,0.8358,0.9376,0.6307,0.6667,0.7600,0.6579,0.6980,0.8122,0.7624,0.7553,0.8802
36,0.8947,0.8679,0.9497,0.6706,0.6925,0.7864,0.6510,0.7067,0.8183,0.7477,0.7631,0.8898
37,0.8995,0.8718,0.9503,0.6572,0.6940,0.7860,0.6494,0.7365,0.8378,0.7395,0.7925,0.8979
38,0.8280,0.8359,0.9361,0.6070,0.6689,0.7612,0.4946,0.6756,0.8007,0.5328,0.7254,0.8658
39,0.8824,0.8626,0.9469,0.6574,0.6866,0.7776,0.6476,0.7063,0.8212,0.7543,0.7604,0.8832
40,0.9071,0.8783,0.9522,0.6637,0.6922,0.7831,0.6765,0.6960,0.8168,0.7781,0.7539,0.8809
41,0.8742,0.8635,0.9477,0.6593,0.6860,0.7789,0.6142,0.7183,0.8214,0.7507,0.7601,0.8825
42,0.8403,0.8425,0.9404,0.6185,0.6663,0.7632,0.6208,0.6935,0.7997,0.7240,0.7441,0.8648
43,0.9015,0.8728,0.9498,0.6569,0.6865,0.7814,0.6686,0.7084,0.8246,0.7841,0.7508,0.8747
44,0.8947,0.8762,0.9525,0.6677,0.6835,0.7815,0.6485,0.6832,0.7998,0.7619,0.7485,0.8692
45,0.9080,0.8790,0.9543,0.6593,0.6868,0.7870,0.6802,0.7062,0.8177,0.7931,0.7648,0.8911
46,0.8543,0.8507,0.9409,0.6421,0.6673,0.7786,0.6083,0.6257,0.7796,0.7340,0.6691,0.8413
47,0.8227,0.8277,0.9355,0.6309,0.6665,0.7766,0.6470,0.7110,0.8365,0.7733,0.7628,0.8900
48,0.8873,0.8711,0.9509,0.6771,0.6897,0.7924,0.6688,0.7172,0.8290,0.7846,0.7631,0.8883
49,0.9109,0.8805,0.9538,0.6643,0.6825,0.7854,0.6562,0.7365,0.8357,0.7756,0.7909,0.8983
50,0.9064,0.8809,0.9527,0.6807,0.6962,0.8044,0.5747,0.7012,0.8122,0.6478,0.7498,0.8724
51,0.8399,0.8356,0.9392,0.6239,0.6634,0.7650,0.6131,0.6970,0.8182,0.7156,0.7494,0.8870
52,0.9007,0.8765,0.9537,0.6652,0.6775,0.7807,0.5596,0.6732,0.7825,0.6903,0.7267,0.8599
53,0.8268,0.8346,0.9357,0.6168,0.6585,0.7671,0.6289,0.7209,0.8229,0.7633,0.7787,0.8918
54,0.8970,0.8734,0.9505,0.6402,0.6892,0.7850,0.6423,0.7228,0.8239,0.7275,0.7799,0.8930
55,0.9156,0.8835,0.9557,0.6614,0.6898,0.7889,0.6353,0.7363,0.8280,0.7445,0.8026,0.9042
56,0.9179,0.8883,0.9568,0.6588,0.6927,0.7979,0.6234,0.7146,0.8248,0.7201,0.7767,0.8933
57,0.9095,0.8844,0.9543,0.6588,0.6903,0.7906,0.6579,0.7192,0.8337,0.7552,0.7751,0.8998
58,0.9022,0.8831,0.9542,0.6493,0.6819,0.7864,0.3270,0.5191,0.7026,0.3563,0.5678,0.7951
59,0.7985,0.8187,0.9311,0.6045,0.6515,0.7609,0.6632,0.7049,0.8278,0.7789,0.7464,0.8782
60,0.8909,0.8714,0.9514,0.6729,0.6930,0.7972,0.6301,0.6574,0.7890,0.7449,0.7092,0.8543
61,0.9066,0.8820,0.9551,0.6584,0.6960,0.7934,0.6291,0.7220,0.8372,0.7456,0.7841,0.9007
62,0.9137,0.8839,0.9538,0.6484,0.7001,0.8064,0.6616,0.7183,0.8185,0.7834,0.7812,0.8863
63,0.9140,0.8884,0.9562,0.6504,0.6855,0.7903,0.6154,0.6835,0.8095,0.7182,0.7431,0.8807
64,0.9087,0.8818,0.9546,0.6614,0.6796,0.7883,0.6368,0.6899,0.8090,0.7306,0.7580,0.8876
65,0.8565,0.8532,0.9458,0.6391,0.6726,0.7778,0.5958,0.6820,0.8108,0.7629,0.7322,0.8805
66,0.8721,0.8642,0.9493,0.6561,0.6705,0.7715,0.6445,0.7014,0.8203,0.7699,0.7608,0.8961
67,0.9132,0.8856,0.9558,0.6652,0.6974,0.8000,0.6587,0.7364,0.8250,0.7955,0.7925,0.9014
